CODE	EN	Code-8digits
72212514-5	Remote access software development services	72212514
72212515-2	Video conferencing software development services	72212515
72212516-9	Exchange software development services	72212516
72212517-6	IT software development services	72212517
72212518-3	Emulation software development services	72212518
72212519-0	Memory-management software development services	72212519
72212520-0	Multimedia software development services	72212520
72212521-7	Music or sound editing software development services	72212521
72212522-4	Virtual keyboard software development services	72212522
72212600-5	Database and operating software development services	72212600
72212610-8	Database software development services	72212610
72212620-1	Mainframe operating system software development services	72212620
72212630-4	Minicomputer operating system software development services	72212630
72212640-7	Microcomputer operating system software development services	72212640
72212650-0	Personal computer (PC) operating system software development services	72212650
72212660-3	Clustering software development services	72212660
72212670-6	Real time operating system software development services	72212670
72212700-6	Software development services utilities	72212700
72212710-9	Backup or recovery software development services	72212710
72212720-2	Bar coding software development services	72212720
72212730-5	Security software development services	72212730
72212731-2	File security software development services	72212731
72212732-9	Data security software development services	72212732
72212740-8	Foreign language translation software development services	72212740
72212750-1	Storage media loading software development services	72212750
72212760-4	Virus protection software development services	72212760
72212761-1	Anti-virus software development services	72212761
72212770-7	General, compression and print utility software development services	72212770
72212771-4	General utility software development services	72212771
72212772-1	Print utility software development services	72212772
72212780-0	System, storage and content management software development services	72212780
72212781-7	System management software development services	72212781
72212782-4	Storage management software development services	72212782
72212783-1	Content management software development services	72212783
72212790-3	Version checker software development services	72212790
72212900-8	Miscellaneous software development services and computer systems	72212900
72212910-1	Computer game software development services, family titles and screen savers	72212910
72212911-8	Computer game software development services	72212911
72212920-4	Office automation software development services	72212920
72212930-7	Training and entertainment software development services	72212930
72212931-4	Training software development services	72212931
72212932-1	Entertainment software development services	72212932
72212940-0	Pattern design and calendar software development services	72212940
72212941-7	Pattern design software development services	72212941
72212942-4	Calendar software development services	72212942
72212960-6	Drivers and system software development services	72212960
72212970-9	Print shop software development services	72212970
72212971-6	Address book making software development services	72212971
72212972-3	Label making software development services	72212972
72212980-2	Programming languages and tools development services	72212980
72212981-9	Compiling software development services	72212981
72212982-6	Configuration management software development services	72212982
72212983-3	Development software development services	72212983
72212984-0	Program testing software development services	72212984
72212985-7	Debugging software development services	72212985
72212990-5	Spreadsheets and enhancement software development services	72212990
72212991-2	Spreadsheet software development services	72212991
72220000-3	Systems and technical consultancy services	72220000
72221000-0	Business analysis consultancy services	72221000
72222000-7	Information systems or technology strategic review and planning services	72222000
72222100-8	Information systems or technology strategic review services	72222100
72222200-9	Information systems or technology planning services	72222200
72222300-0	Information technology services	72222300
72223000-4	Information technology requirements review services	72223000
72224000-1	Project management consultancy services	72224000
72224100-2	System implementation planning services	72224100
72224200-3	System quality assurance planning services	72224200
72225000-8	System quality assurance assessment and review services	72225000
72226000-5	System software acceptance testing consultancy services	72226000
72227000-2	Software integration consultancy services	72227000
72228000-9	Hardware integration consultancy services	72228000
72230000-6	Custom software development services	72230000
72231000-3	Development of software for military applications	72231000
72232000-0	Development of transaction processing and custom software	72232000
72240000-9	Systems analysis and programming services	72240000
72241000-6	Critical design target specification services	72241000
72242000-3	Design-modelling services	72242000
72243000-0	Programming services	72243000
72244000-7	Prototyping services	72244000
72245000-4	Contract systems analysis and programming services	72245000
72246000-1	Systems consultancy services	72246000
72250000-2	System and support services	72250000
72251000-9	Disaster recovery services	72251000
72252000-6	Computer archiving services	72252000
72253000-3	Helpdesk and support services	72253000
72253100-4	Helpdesk services	72253100
72253200-5	Systems support services	72253200
72254000-0	Software testing	72254000
72254100-1	Systems testing services	72254100
72260000-5	Software-related services	72260000
72261000-2	Software support services	72261000
72262000-9	Software development services	72262000
72263000-6	Software implementation services	72263000
72264000-3	Software reproduction services	72264000
72265000-0	Software configuration services	72265000
72266000-7	Software consultancy services	72266000
72267000-4	Software maintenance and repair services	72267000
72267100-0	Maintenance of information technology software	72267100
72267200-1	Repair of information technology software	72267200
72268000-1	Software supply services	72268000
72300000-8	Data services	72300000
72310000-1	Data-processing services	72310000
72311000-8	Computer tabulation services	72311000
72311100-9	Data conversion services	72311100
72311200-0	Batch processing services	72311200
72311300-1	Computer time-sharing services	72311300
72312000-5	Data entry services	72312000
72312100-6	Data preparation services	72312100
72312200-7	Optical character recognition services	72312200
72313000-2	Data capture services	72313000
72314000-9	Data collection and collation services	72314000
72315000-6	Data network management and support services	72315000
72315100-7	Data network support services	72315100
72315200-8	Data network management services	72315200
72316000-3	Data analysis services	72316000
72317000-0	Data storage services	72317000
72318000-7	Data transmission services	72318000
72319000-4	Data supply services	72319000
72320000-4	Database services	72320000
72321000-1	Added-value database services	72321000
72322000-8	Data management services	72322000
72330000-2	Content or data standardization and classification services	72330000
72400000-4	Internet services	72400000
72410000-7	Provider services	72410000
72411000-4	Internet service providers ISP	72411000
72412000-1	Electronic mail service provider	72412000
72413000-8	World wide web (www) site design services	72413000
72414000-5	Web search engine providers	72414000
72415000-2	World wide web (www) site operation host services	72415000
72416000-9	Application service providers	72416000
72417000-6	Internet domain names	72417000
72420000-0	Internet development services	72420000
72421000-7	Internet or intranet client application development services	72421000
72422000-4	Internet or intranet server application development services	72422000
72500000-0	Computer-related services	72500000
72510000-3	Computer-related management services	72510000
72511000-0	Network management software services	72511000
72512000-7	Document management services	72512000
72513000-4	Office automation services	72513000
72514000-1	Computer facilities management services	72514000
72514100-2	Facilities management services involving computer operation	72514100
72514200-3	Facilities management services for computer systems development	72514200
72514300-4	Facilities management services for computer systems maintenance	72514300
72540000-2	Computer upgrade services	72540000
72541000-9	Computer expansion services	72541000
72541100-0	Memory expansion services	72541100
72590000-7	Computer-related professional services	72590000
72591000-4	Development of service level agreements	72591000
72600000-6	Computer support and consultancy services	72600000
72610000-9	Computer support services	72610000
72611000-6	Technical computer support services	72611000
72700000-7	Computer network services	72700000
72710000-0	Local area network services	72710000
72720000-3	Wide area network services	72720000
72800000-8	Computer audit and testing services	72800000
72810000-1	Computer audit services	72810000
72820000-4	Computer testing services	72820000
72900000-9	Computer back-up and catalogue conversion services	72900000
72910000-2	Computer back-up services	72910000
72920000-5	Computer catalogue conversion services	72920000
73000000-2	Research and development services and related consultancy services	73000000
73100000-3	Research and experimental development services	73100000
73110000-6	Research services	73110000
73111000-3	Research laboratory services	73111000
73112000-0	Marine research services	73112000
73120000-9	Experimental development services	73120000
73200000-4	Research and development consultancy services	73200000
73210000-7	Research consultancy services	73210000
73220000-0	Development consultancy services	73220000
73300000-5	Design and execution of research and development	73300000
73400000-6	Research and Development services on security and defence materials	73400000
73410000-9	Military research and technology	73410000
73420000-2	Pre-feasibility study and technological demonstration	73420000
73421000-9	Development of security equipment	73421000
73422000-6	Development of firearms and ammunition	73422000
73423000-3	Development of military vehicles	73423000
73424000-0	Development of warships	73424000
73425000-7	Development of military aircrafts, missiles and spacecrafts	73425000
73426000-4	Development of military electronic systems	73426000
73430000-5	Test and evaluation	73430000
73431000-2	Test and evaluation of security equipment	73431000
73432000-9	Test and evaluation of firearms and ammunition	73432000
73433000-6	Test and evaluation of military vehicles	73433000
73434000-3	Test and evaluation of warships	73434000
73435000-0	Test and evaluation of military aircrafts, missiles and spacecrafts	73435000
73436000-7	Test and evaluation of military electronic systems	73436000
75000000-6	Administration, defence and social security services	75000000
75100000-7	Administration services	75100000
75110000-0	General public services	75110000
75111000-7	Executive and legislative services	75111000
75111100-8	Executive services	75111100
75111200-9	Legislative services	75111200
75112000-4	Administrative services for business operations	75112000
75112100-5	Administrative development project services	75112100
75120000-3	Administrative services of agencies	75120000
75121000-0	Administrative educational services	75121000
75122000-7	Administrative healthcare services	75122000
75123000-4	Administrative housing services	75123000
75124000-1	Administrative recreational, cultural and religious services	75124000
75125000-8	Administrative services related to tourism affairs	75125000
75130000-6	Supporting services for the government	75130000
75131000-3	Government services	75131000
75131100-4	General personnel services for the government	75131100
75200000-8	Provision of services to the community	75200000
75210000-1	Foreign affairs and other services	75210000
75211000-8	Foreign-affairs services	75211000
75211100-9	Diplomatic services	75211100
75211110-2	Consular services	75211110
75211200-0	Foreign economic-aid-related services	75211200
75211300-1	Foreign military-aid-related services	75211300
75220000-4	Defence services	75220000
75221000-1	Military defence services	75221000
75222000-8	Civil defence services	75222000
75230000-7	Justice services	75230000
75231000-4	Judicial services	75231000
75231100-5	Law-courts-related administrative services	75231100
75231200-6	Services related to the detention or rehabilitation of criminals	75231200
75231210-9	Imprisonment services	75231210
75231220-2	Prisoner-escort services	75231220
75231230-5	Prison services	75231230
75231240-8	Probation services	75231240
75240000-0	Public security, law and order services	75240000
75241000-7	Public security services	75241000
75241100-8	Police services	75241100
75242000-4	Public law and order services	75242000
75242100-5	Public-order services	75242100
75242110-8	Bailiff services	75242110
75250000-3	Fire-brigade and rescue services	75250000
75251000-0	Fire-brigade services	75251000
75251100-1	Firefighting services	75251100
75251110-4	Fire-prevention services	75251110
75251120-7	Forest-firefighting services	75251120
75252000-7	Rescue services	75252000
75300000-9	Compulsory social security services	75300000
75310000-2	Benefit services	75310000
75311000-9	Sickness benefits	75311000
75312000-6	Maternity benefits	75312000
75313000-3	Disability benefits	75313000
75313100-4	Temporary disablement benefits	75313100
75314000-0	Unemployment compensation benefits	75314000
75320000-5	Government employee pension schemes	75320000
75330000-8	Family allowances	75330000
75340000-1	Child allowances	75340000
76000000-3	Services related to the oil and gas industry	76000000
76100000-4	Professional services for the gas industry	76100000
76110000-7	Services incidental to gas extraction	76110000
76111000-4	Regasification services	76111000
76120000-0	Diving services incidental to gas extraction	76120000
76121000-7	Subsea well diving services	76121000
76200000-5	Professional services for the oil industry	76200000
76210000-8	Services incidental to oil extraction	76210000
76211000-5	Liner-hanger services	76211000
76211100-6	Lining services	76211100
76211110-9	Test pit lining services	76211110
76211120-2	Well site pit lining services	76211120
76211200-7	Mudlogging services	76211200
76300000-6	Drilling services	76300000
76310000-9	Drilling services incidental to gas extraction	76310000
76320000-2	Offshore drilling services	76320000
76330000-5	Turbine drilling services	76330000
76331000-2	Coiled turbine drilling services	76331000
76340000-8	Core drilling	76340000
76400000-7	Rig-positioning services	76400000
76410000-0	Well-casing and tubing services	76410000
76411000-7	Well-casing services	76411000
76411100-8	Well-casing crew services	76411100
76411200-9	Well-casing planning services	76411200
76411300-0	Well-casing milling services	76411300
76411400-1	Well-casing completion services	76411400
76420000-3	Well-cementing services	76420000
76421000-0	Liner cementing services	76421000
76422000-7	Plug cementing services	76422000
76423000-4	Foam cementing services	76423000
76430000-6	Well-drilling and production services	76430000
76431000-3	Well-drilling services	76431000
76431100-4	Well-drilling control services	76431100
76431200-5	Well-drilling pickup services	76431200
76431300-6	Well-drilling laydown services	76431300
76431400-7	Rathole well-drilling services	76431400
76431500-8	Well-drilling supervision services	76431500
76431600-9	Well-drilling rig monitor services	76431600
76440000-9	Well-logging services	76440000
76441000-6	Cased hole logging services	76441000
76442000-3	Open hole logging services	76442000
76443000-0	Other logging services	76443000
76450000-2	Well-management services	76450000
76460000-5	Well-support services	76460000
76470000-8	Well-testing services	76470000
76471000-5	Well fracture testing services	76471000
76472000-2	Well site inspection or testing services	76472000
76473000-9	Well equipment testing services	76473000
76480000-1	Tubing services	76480000
76490000-4	Well-completion services	76490000
76491000-1	Well-plugging services	76491000
76492000-8	Well-positioning services	76492000
76500000-8	Onshore and offshore services	76500000
76510000-1	Onshore services	76510000
76520000-4	Offshore services	76520000
76521000-1	Offshore installation services	76521000
76522000-8	Offshore supply-vessel services	76522000
76530000-7	Downhole services	76530000
76531000-4	Downhole logging services	76531000
76532000-1	Downhole pumping services	76532000
76533000-8	Downhole recording services	76533000
76534000-5	Downhole underreaming services	76534000
76535000-2	Downhole hole opening services	76535000
76536000-9	Downhole vibration control services	76536000
76537000-6	Downhole tool services	76537000
76537100-7	Downhole oilifield tools services	76537100
76600000-9	Pipeline-inspection services	76600000
77000000-0	Agricultural, forestry, horticultural, aquacultural and apicultural services	77000000
77100000-1	Agricultural services	77100000
77110000-4	Services incidental to agricultural production	77110000
77111000-1	Hire of agricultural machinery with operator	77111000
77112000-8	Hire of mowers or agricultural equipment with operator	77112000
77120000-7	Composting services	77120000
77200000-2	Forestry services	77200000
77210000-5	Logging services	77210000
77211000-2	Services incidental to logging	77211000
77211100-3	Timber harvesting services	77211100
77211200-4	Transport of logs within the forest	77211200
77211300-5	Tree-clearing services	77211300
77211400-6	Tree-cutting services	77211400
77211500-7	Tree-maintenance services	77211500
77211600-8	Tree seeding	77211600
77220000-8	Timber-impregnation services	77220000
77230000-1	Services incidental to forestry	77230000
77231000-8	Forestry management services	77231000
77231100-9	Forest resources management services	77231100
77231200-0	Forest pest control services	77231200
77231300-1	Forest administration services	77231300
77231400-2	Forest inventory services	77231400
77231500-3	Forest monitoring or evaluation services	77231500
77231600-4	Afforestation services	77231600
77231700-5	Forestry extension services	77231700
77231800-6	Forest nursery management services	77231800
77231900-7	Forest sectoral planning services	77231900
77300000-3	Horticultural services	77300000
77310000-6	Planting and maintenance services of green areas	77310000
77311000-3	Ornamental and pleasure gardens maintenance services	77311000
77312000-0	Weed-clearance services	77312000
77312100-1	Weed-killing services	77312100
77313000-7	Parks maintenance services	77313000
77314000-4	Grounds maintenance services	77314000
77314100-5	Grassing services	77314100
77315000-1	Seeding services	77315000
77320000-9	Sports fields maintenance services	77320000
77330000-2	Floral-display services	77330000
77340000-5	Tree pruning and hedge trimming	77340000
77341000-2	Tree pruning	77341000
77342000-9	Hedge trimming	77342000
77400000-4	Zoological services	77400000
77500000-5	Animal husbandry services	77500000
77510000-8	Game-propagation services	77510000
77600000-6	Hunting services	77600000
77610000-9	Trapping services	77610000
77700000-7	Services incidental to fishing	77700000
77800000-8	Aquaculture services	77800000
77810000-1	Mariculture services	77810000
77820000-4	Ostreiculture services	77820000
77830000-7	Shellfish culture services	77830000
77840000-0	Shrimp farming services	77840000
77850000-3	Fish farming services	77850000
77900000-9	Apiculture services	77900000
79000000-4	Business services: law, marketing, consulting, recruitment, printing and security	79000000
79100000-5	Legal services	79100000
79110000-8	Legal advisory and representation services	79110000
79111000-5	Legal advisory services	79111000
79112000-2	Legal representation services	79112000
79112100-3	Stakeholders representation services	79112100
79120000-1	Patent and copyright consultancy services	79120000
79121000-8	Copyright consultancy services	79121000
79121100-9	Software copyright consultancy services	79121100
79130000-4	Legal documentation and certification services	79130000
79131000-1	Documentation services	79131000
79132000-8	Certification services	79132000
79132100-9	Electronic signature certification services	79132100
79140000-7	Legal advisory and information services	79140000
79200000-6	Accounting, auditing and fiscal services	79200000
79210000-9	Accounting and auditing services	79210000
79211000-6	Accounting services	79211000
79211100-7	Bookkeeping services	79211100
79211110-0	Payroll management services	79211110
79211120-3	Sales and purchases recording services	79211120
79211200-8	Compilation of financial statements services	79211200
79212000-3	Auditing services	79212000
79212100-4	Financial auditing services	79212100
79212110-7	Corporate governance rating services	79212110
79212200-5	Internal audit services	79212200
79212300-6	Statutory audit services	79212300
79212400-7	Fraud audit services	79212400
79212500-8	Accounting review services	79212500
79220000-2	Fiscal services	79220000
79221000-9	Tax consultancy services	79221000
79222000-6	Tax-return preparation services	79222000
79223000-3	Custom broker services	79223000
79300000-7	Market and economic research; polling and statistics	79300000
79310000-0	Market research services	79310000
79311000-7	Survey services	79311000
79311100-8	Survey design services	79311100
79311200-9	Survey conduction services	79311200
79311210-2	Telephone survey services	79311210
79311300-0	Survey analysis services	79311300
79311400-1	Economic research services	79311400
79311410-4	Economic impact assessment	79311410
79312000-4	Market-testing services	79312000
79313000-1	Performance review services	79313000
79314000-8	Feasibility study	79314000
79315000-5	Social research services	79315000
79320000-3	Public-opinion polling services	79320000
79330000-6	Statistical services	79330000
79340000-9	Advertising and marketing services	79340000
79341000-6	Advertising services	79341000
79341100-7	Advertising consultancy services	79341100
79341200-8	Advertising management services	79341200
79341400-0	Advertising campaign services	79341400
79341500-1	Aeral advertising services	79341500
79342000-3	Marketing services	79342000
79342100-4	Direct marketing services	79342100
79342200-5	Promotional services	79342200
79342300-6	Customer services	79342300
79342310-9	Customer survey services	79342310
79342311-6	Customer satisfaction survey	79342311
79342320-2	Customer-care services	79342320
79342321-9	Customer-loyalty programme	79342321
79342400-7	Auction services	79342400
79342410-4	Electronic auction services	79342410
79400000-8	Business and management consultancy and related services	79400000
79410000-1	Business and management consultancy services	79410000
79411000-8	General management consultancy services	79411000
79411100-9	Business development consultancy services	79411100
79412000-5	Financial management consultancy services	79412000
79413000-2	Marketing management consultancy services	79413000
79414000-9	Human resources management consultancy services	79414000
79415000-6	Production management consultancy services	79415000
79415200-8	Design consultancy services	79415200
79416000-3	Public relations services	79416000
79416100-4	Public relations management services	79416100
79416200-5	Public relations consultancy services	79416200
79417000-0	Safety consultancy services	79417000
79418000-7	Procurement consultancy services	79418000
79419000-4	Evaluation consultancy services	79419000
79420000-4	Management-related services	79420000
79421000-1	Project-management services other than for construction work	79421000
79421100-2	Project-supervision services other than for construction work	79421100
79421200-3	Project-design services other than for construction work	79421200
79422000-8	Arbitration and conciliation services	79422000
79430000-7	Crisis management services	79430000
79500000-9	Office-support services	79500000
79510000-2	Telephone-answering services	79510000
79511000-9	Telephone operator services	79511000
79512000-6	Call centre	79512000
79520000-5	Reprographic services	79520000
79521000-2	Photocopying services	79521000
79530000-8	Translation services	79530000
79540000-1	Interpretation services	79540000
79550000-4	Typing, word-processing and desktop publishing services	79550000
79551000-1	Typing services	79551000
79552000-8	Word-processing services	79552000
79553000-5	Desktop publishing services	79553000
79560000-7	Filing services	79560000
79570000-0	Mailing-list compilation and mailing services	79570000
79571000-7	Mailing services	79571000
79600000-0	Recruitment services	79600000
79610000-3	Placement services of personnel	79610000
79611000-0	Job search services	79611000
79612000-7	Placement services of office-support personnel	79612000
79613000-4	Employee relocation services	79613000
79620000-6	Supply services of personnel including temporary staff	79620000
79621000-3	Supply services of office personnel	79621000
79622000-0	Supply services of domestic help personnel	79622000
79623000-7	Supply services of commercial or industrial workers	79623000
79624000-4	Supply services of nursing personnel	79624000
79625000-1	Supply services of medical personnel	79625000
79630000-9	Personnel services except placement and supply services	79630000
79631000-6	Personnel and payroll services	79631000
79632000-3	Personnel-training services	79632000
79633000-0	Staff development services	79633000
79634000-7	Career guidance services	79634000
79635000-4	Assessment centre services for recruitment	79635000
79700000-1	Investigation and security services	79700000
79710000-4	Security services	79710000
79711000-1	Alarm-monitoring services	79711000
79713000-5	Guard services	79713000
79714000-2	Surveillance services	79714000
79714100-3	Tracing system services	79714100
79714110-6	Absconder-tracing services	79714110
79715000-9	Patrol services	79715000
79716000-6	Identification badge release services	79716000
79720000-7	Investigation services	79720000
79721000-4	Detective agency services	79721000
79722000-1	Graphology services	79722000
79723000-8	Waste analysis services	79723000
79800000-2	Printing and related services	79800000
79810000-5	Printing services	79810000
79811000-2	Digital printing services	79811000
79812000-9	Banknote printing services	79812000
79820000-8	Services related to printing	79820000
79821000-5	Print finishing services	79821000
79821100-6	Proofreading services	79821100
79822000-2	Composition services	79822000
79822100-3	Print-plate making services	79822100
79822200-4	Photogravure services	79822200
79822300-5	Typesetting services	79822300
79822400-6	Lithographic services	79822400
79822500-7	Graphic design services	79822500
79823000-9	Printing and delivery services	79823000
79824000-6	Printing and distribution services	79824000
79900000-3	Miscellaneous business and business-related services	79900000
79910000-6	Management holdings services	79910000
79920000-9	Packaging and related services	79920000
79921000-6	Packaging services	79921000
79930000-2	Specialty design services	79930000
79931000-9	Interior decorating services	79931000
79932000-6	Interior design services	79932000
79933000-3	Design support services	79933000
79934000-0	Furniture design services	79934000
79940000-5	Collection agency services	79940000
79941000-2	Toll-collection services	79941000
79950000-8	Exhibition, fair and congress organisation services	79950000
79951000-5	Seminar organisation services	79951000
79952000-2	Event services	79952000
79952100-3	Cultural event organisation services	79952100
79953000-9	Festival organisation services	79953000
79954000-6	Party organisation services	79954000
79955000-3	Fashion shows organisation services	79955000
79956000-0	Fair and exhibition organisation services	79956000
79957000-7	Auction organisation services	79957000
79960000-1	Photographic and ancillary services	79960000
79961000-8	Photographic services	79961000
79961100-9	Advertising photography services	79961100
79961200-0	Aerial photography services	79961200
79961300-1	Specialised photography services	79961300
79961310-4	Downhole photography services	79961310
79961320-7	Underwater photography services	79961320
79961330-0	Microfilming services	79961330
79961340-3	X-ray photography services	79961340
79961350-6	Studio photography services	79961350
79962000-5	Photograph processing services	79962000
79963000-2	Photograph restoration, copying and retouching services	79963000
79970000-4	Publishing services	79970000
79971000-1	Bookbinding and finishing services	79971000
79971100-2	Book finishing services	79971100
79971200-3	Bookbinding services	79971200
79972000-8	Language dictionary publishing services	79972000
79972100-9	Regional language dictionary publishing services	79972100
79980000-7	Subscription services	79980000
79990000-0	Miscellaneous business-related services	79990000
79991000-7	Stock-control services	79991000
79992000-4	Reception services	79992000
79993000-1	Building and facilities management services	79993000
79993100-2	Facilities management services	79993100
79994000-8	Contract administration services	79994000
79995000-5	Library management services	79995000
79995100-6	Archiving services	79995100
79995200-7	Cataloguing services	79995200
79996000-2	Business organisation services	79996000
79996100-3	Records management	79996100
79997000-9	Business travel services	79997000
79998000-6	Coaching services	79998000
79999000-3	Scanning and invoicing services	79999000
79999100-4	Scanning services	79999100
79999200-5	Invoicing services	79999200
80000000-4	Education and training services	80000000
80100000-5	Primary education services	80100000
80110000-8	Pre-school education services	80110000
80200000-6	Secondary education services	80200000
80210000-9	Technical and vocational secondary education services	80210000
80211000-6	Technical secondary education services	80211000
80212000-3	Vocational secondary education services	80212000
80300000-7	Higher education services	80300000
80310000-0	Youth education services	80310000
80320000-3	Medical education services	80320000
80330000-6	Safety education services	80330000
80340000-9	Special education services	80340000
80400000-8	Adult and other education services	80400000
80410000-1	Various school services	80410000
80411000-8	Driving-school services	80411000
80411100-9	Driving-test services	80411100
80411200-0	Driving lessons	80411200
80412000-5	Flying-school services	80412000
80413000-2	Sailing-school services	80413000
80414000-9	Diving-school services	80414000
80415000-6	Ski-training services	80415000
80420000-4	E-learning services	80420000
80430000-7	Adult-education services at university level	80430000
80490000-5	Operation of an educational centre	80490000
80500000-9	Training services	80500000
80510000-2	Specialist training services	80510000
80511000-9	Staff training services	80511000
80512000-6	Dog training services	80512000
80513000-3	Horse riding school services	80513000
80520000-5	Training facilities	80520000
80521000-2	Training programme services	80521000
80522000-9	Training seminars	80522000
80530000-8	Vocational training services	80530000
80531000-5	Industrial and technical training services	80531000
80531100-6	Industrial training services	80531100
80531200-7	Technical training services	80531200
80532000-2	Management training services	80532000
80533000-9	Computer-user familiarisation and training services	80533000
80533100-0	Computer training services	80533100
80533200-1	Computer courses	80533200
80540000-1	Environmental training services	80540000
80550000-4	Safety training services	80550000
80560000-7	Health and first-aid training services	80560000
80561000-4	Health training services	80561000
80562000-1	First-aid training services	80562000
80570000-0	Personal development training services	80570000
80580000-3	Provision of language courses	80580000
80590000-6	Tutorial services	80590000
80600000-0	Training services in defence and security materials	80600000
80610000-3	Training and simulation in security equipment	80610000
80620000-6	Training and simulation in firearms and ammunition	80620000
80630000-9	Training and simulation in military vehicles	80630000
80640000-2	Training and simulation in warships	80640000
80650000-5	Training and simulation in aircrafts, missiles and spacecrafts	80650000
80660000-8	Training and simulation in military electronic systems	80660000
85000000-9	Health and social work services	85000000
85100000-0	Health services	85100000
85110000-3	Hospital and related services	85110000
85111000-0	Hospital services	85111000
85111100-1	Surgical hospital services	85111100
85111200-2	Medical hospital services	85111200
85111300-3	Gynaecological hospital services	85111300
85111310-6	In vitro fertilisation services	85111310
85111320-9	Obstetrical hospital services	85111320
85111400-4	Rehabilitation hospital services	85111400
85111500-5	Psychiatric hospital services	85111500
85111600-6	Orthotic services	85111600
85111700-7	Oxygen-therapy services	85111700
85111800-8	Pathology services	85111800
85111810-1	Blood analysis services	85111810
85111820-4	Bacteriological analysis services	85111820
85111900-9	Hospital dialysis services	85111900
85112000-7	Hospital support services	85112000
85112100-8	Hospital-bedding services	85112100
85112200-9	Outpatient care services	85112200
85120000-6	Medical practice and related services	85120000
85121000-3	Medical practice services	85121000
85121100-4	General-practitioner services	85121100
85121200-5	Medical specialist services	85121200
85121210-8	Gyneacologic or obstetric services	85121210
85121220-1	Nephrology or nervous system specialist services	85121220
85121230-4	Cardiology services or pulmonary specialists services	85121230
85121231-1	Cardiology services	85121231
85121232-8	Pulmonary specialists services	85121232
85121240-7	ENT or audiologist services	85121240
85121250-0	Gastroenterologist and geriatric services	85121250
85121251-7	Gastroenterologist services	85121251
85121252-4	Geriatric services	85121252
85121270-6	Psychiatrist or psychologist services	85121270
85121271-3	Home for the psychologically disturbed services	85121271
85121280-9	Ophthalmologist, dermatology or orthopedics services	85121280
85121281-6	Ophthalmologist services	85121281
85121282-3	Dermatology services	85121282
85121283-0	Orthopaedic services	85121283
85121290-2	Paediatric or urologist services	85121290
85121291-9	Paediatric services	85121291
85121292-6	Urologist services	85121292
85121300-6	Surgical specialist services	85121300
85130000-9	Dental practice and related services	85130000
85131000-6	Dental-practice services	85131000
85131100-7	Orthodontic services	85131100
85131110-0	Orthodontic-surgery services	85131110
85140000-2	Miscellaneous health services	85140000
85141000-9	Services provided by medical personnel	85141000
85141100-0	Services provided by midwives	85141100
85141200-1	Services provided by nurses	85141200
85141210-4	Home medical treatment services	85141210
85141211-1	Dialysis home medical treatment services	85141211
85141220-7	Advisory services provided by nurses	85141220
85142000-6	Paramedical services	85142000
85142100-7	Physiotherapy services	85142100
85142200-8	Homeopathic services	85142200
85142300-9	Hygiene services	85142300
85142400-0	Home delivery of incontinence products	85142400
85143000-3	Ambulance services	85143000
85144000-0	Residential health facilities services	85144000
85144100-1	Residential nursing care services	85144100
85145000-7	Services provided by medical laboratories	85145000
85146000-4	Services provided by blood banks	85146000
85146100-5	Services provided by sperm banks	85146100
85146200-6	Services provided by transplant organ banks	85146200
85147000-1	Company health services	85147000
85148000-8	Medical analysis services	85148000
85149000-5	Pharmacy services	85149000
85150000-5	Medical imaging services	85150000
85160000-8	Optician services	85160000
85170000-1	Acupuncture and chiropractor services	85170000
85171000-8	Acupuncture services	85171000
85172000-5	Chiropractor services	85172000
85200000-1	Veterinary services	85200000
85210000-3	Domestic animal nurseries	85210000
85300000-2	Social work and related services	85300000
85310000-5	Social work services	85310000
85311000-2	Social work services with accommodation	85311000
85311100-3	Welfare services for the elderly	85311100
85311200-4	Welfare services for the handicapped	85311200
85311300-5	Welfare services for children and young people	85311300
85312000-9	Social work services without accommodation	85312000
85312100-0	Daycare services	85312100
85312110-3	Child daycare services	85312110
85312120-6	Daycare services for handicapped children and young people	85312120
85312200-1	Homedelivery of provisions	85312200
85312300-2	Guidance and counselling services	85312300
85312310-5	Guidance services	85312310
85312320-8	Counselling services	85312320
85312330-1	Family-planning services	85312330
85312400-3	Welfare services not delivered through residential institutions	85312400
85312500-4	Rehabilitation services	85312500
85312510-7	Vocational rehabilitation services	85312510
85320000-8	Social services	85320000
85321000-5	Administrative social services	85321000
85322000-2	Community action programme	85322000
85323000-9	Community health services	85323000
90000000-7	Sewage, refuse, cleaning and environmental services	90000000
90400000-1	Sewage services	90400000
90410000-4	Sewage removal services	90410000
90420000-7	Sewage treatment services	90420000
90430000-0	Sewage disposal services	90430000
90440000-3	Treatment services of cesspools	90440000
90450000-6	Treatment services of septic tanks	90450000
90460000-9	Cesspool or septic tank emptying services	90460000
90470000-2	Sewer cleaning services	90470000
90480000-5	Sewerage management services	90480000
90481000-2	Operation of a sewage plant	90481000
90490000-8	Sewer survey and sewage treatment consultancy services	90490000
90491000-5	Sewer survey services	90491000
90492000-2	Sewage treatment consultancy services	90492000
90500000-2	Refuse and waste related services	90500000
90510000-5	Refuse disposal and treatment	90510000
90511000-2	Refuse collection services	90511000
90511100-3	Urban solid-refuse collection services	90511100
90511200-4	Household-refuse collection services	90511200
90511300-5	Litter collection services	90511300
90511400-6	Paper collecting services	90511400
90512000-9	Refuse transport services	90512000
90513000-6	Non-hazardous refuse and waste treatment and disposal services	90513000
